env_name,delta,threshold_idx,opt_budget,opt_utd,opt_critic_params,data_efficiency,compute
h1-crawl-v0,500000000000.0,0,7.810482070420222e+16,1.8961550286783413,25536318.936971374,125176.5480479712,1.5516546680216626e+16
h1-crawl-v0,500000000000.0,1,8.171998605373314e+16,1.386619453849738,27309624.320079405,136897.64725931073,1.3271162424077768e+16
h1-crawl-v0,500000000000.0,2,7.956626689478267e+16,0.2612576433702696,91442797.23458667,141789.23422168157,8671649783941884.0
h1-crawl-v0,500000000000.0,3,8.519253015676789e+16,0.4401458321426247,61123034.98043402,149756.9914800541,1.031403441674083e+16
h1-crawl-v0,500000000000.0,4,9.745431967141478e+16,1.0870372191775417,38203476.568509534,160732.63243521546,1.7088003453807052e+16
h1-crawl-v0,500000000000.0,5,1.0370787246603259e+17,1.4356848851694495,29206072.431374747,170756.7796368481,1.8329482647608544e+16
h1-crawl-v0,500000000000.0,6,1.1148929458209134e+17,1.7687651129823139,20877860.802420426,187523.2775030499,1.77276558305664e+16
h1-crawl-v0,500000000000.0,7,1.1425515860633566e+17,0.8230565969479967,29206072.431374747,203468.28634710432,1.2521015432783498e+16
h1-crawl-v0,500000000000.0,8,1.2741238612201218e+17,1.5390857127555517,19522191.36827551,220849.8520018759,1.698746012107422e+16
h1-crawl-v0,500000000000.0,9,1.3139881793354067e+17,2.1791202632422295,15960859.313789995,223073.42605327442,1.9862104906903464e+16
h1-crawl-v0,500000000000.0,10,1.363130781119653e+17,1.2065628018016976,20877860.802420426,241481.10527799287,1.5572525472968864e+16
h1-crawl-v0,500000000000.0,11,1.3841566512116106e+17,0.882334739494283,31234214.607615348,242599.934388127,1.7115697927097544e+16
h1-crawl-v0,500000000000.0,12,1.3403242800975014e+17,0.18452304493791513,79952976.90773016,249238.33580764342,9413260105928440.0
h1-crawl-v0,500000000000.0,13,1.4139123083679245e+17,0.280073928765997,79952976.90773016,253695.99941526266,1.4543231129161112e+16
h1-crawl-v0,500000000000.0,14,1.744554805997091e+17,0.945882209565272,29206072.431374747,305675.4379580264,2.1617761620695876e+16
h1-crawl-v0,500000000000.0,15,1.909847335801144e+17,1.0498870404924527,23878160.21223188,338518.82294382097,2.1725322108203892e+16
h1-crawl-v0,500000000000.0,16,1.9211212564439686e+17,0.882334739494283,27309624.320079405,342027.4069808715,2.109842215396112e+16
h1-crawl-v0,500000000000.0,17,1.9081169326223478e+17,0.5422600743104978,40856420.8248683,342744.93542335747,1.943922555055607e+16
h1-crawl-v0,500000000000.0,18,2.2170512499295613e+17,1.1653277613716848,19522191.36827551,397150.64771241136,2.3129801136750456e+16
h1-crawl-v0,500000000000.0,19,2.3314188321359853e+17,1.4864864933067488,17069221.00875599,412673.1453954307,2.6805310515883184e+16
