env_name,delta,threshold_idx,opt_budget,opt_utd,opt_critic_params,data_efficiency,compute
h1-crawl-v0,1000000000000.0,18,3.791601434283342e+17,0.47184599404601424,91442797.23458667,341445.4118191652,3.771473160916894e+16
h1-crawl-v0,1000000000000.0,19,4.3622622541005875e+17,0.33325899460760366,97792812.08922496,402633.967902256,3.359225750780274e+16
h1-pole-v0,1000000000000.0,0,4.0495929536313626e+17,1.5935461518649983,53442903.674348794,332473.6665984347,7.248562876470158e+16
h1-pole-v0,1000000000000.0,1,4.397185673290193e+17,1.339230864416054,53442903.674348794,371627.080840783,6.809148648823628e+16
h1-pole-v0,1000000000000.0,2,4.7773735806399936e+17,1.7687651129823139,40856420.8248683,403154.07435108337,7.458328371291597e+16
h1-pole-v0,1000000000000.0,3,4.993956980758867e+17,2.256228279660617,31234214.607615348,423070.7386038222,7.632495947206448e+16
h1-pole-v0,1000000000000.0,4,5.176314870513074e+17,1.831352741427011,40856420.8248683,434420.19064904616,8.321129640226122e+16
h1-pole-v0,1000000000000.0,5,5.6152674311550144e+17,3.424562599701895,23878160.21223188,464326.11955436686,9.720062356113456e+16
h1-pole-v0,1000000000000.0,6,5.953254960721074e+17,4.368355598040766,18254550.091424376,494398.71613633446,1.0092677993577293e+17
h1-pole-v0,1000000000000.0,7,6.046475399479498e+17,3.935613724028366,20877860.802420426,499565.0256900001,1.0508251425794965e+17
h1-pole-v0,1000000000000.0,8,6.079795622878918e+17,3.424562599701895,23878160.21223188,502737.92724317743,1.0524163504471448e+17
h1-pole-v0,1000000000000.0,9,6.341882264860326e+17,3.935613724028366,19522191.36827551,529952.230253365,1.0423599623266765e+17
h1-pole-v0,1000000000000.0,10,6.444803916235082e+17,3.545740505124486,22327671.287639312,535874.4896886598,1.086059019348484e+17
h1-pole-v0,1000000000000.0,11,6.81076128088795e+17,2.5043127011522497,29206072.431374747,573662.7594272345,1.0741336866156048e+17
h1-pole-v0,1000000000000.0,12,7.044424700230856e+17,2.5929276289901106,27309624.320079405,596339.0706624527,1.0810339936063277e+17
h1-pole-v0,1000000000000.0,13,7.235220958827996e+17,3.935613724028366,20877860.802420426,597780.2116718909,1.2574188421090874e+17
h1-pole-v0,1000000000000.0,14,7.473957299300398e+17,4.682973094326858,17069221.00875599,620434.4641352873,1.2696126579475254e+17
h1-pole-v0,1000000000000.0,15,7.84383482248352e+17,6.865021382982707,11409565.590282846,653371.4653412473,1.3101201690710477e+17
h1-pole-v0,1000000000000.0,16,7.988476291077875e+17,7.359453622069016,10668704.279155374,665151.7673846689,1.3369586172311858e+17
h1-pole-v0,1000000000000.0,17,8.151785105048031e+17,7.10793967915973,10668704.279155374,682654.0494009939,1.3252446110380925e+17
h1-pole-v0,1000000000000.0,18,8.143641064004261e+17,9.387683680037002,8156088.867125999,680900.2021867167,1.3346390421370942e+17
h1-pole-v0,1000000000000.0,19,8.571549292181972e+17,7.10793967915973,10668704.279155374,717806.3158613858,1.3934861335681157e+17
h1-stand-v0,1000000000000.0,0,1.5234877086272483e+17,3.0853155755511055,13955371.606461655,137223.30256388904,1.5125468298835806e+16
h1-stand-v0,1000000000000.0,1,1.6541590122109088e+17,2.6846781897831113,13049202.583300924,151801.6814954688,1.3614219725622074e+16
h1-stand-v0,1000000000000.0,2,1.62888721624934e+17,2.33606475778728,14924467.256233739,149541.6540171059,1.3347067607828112e+16
h1-stand-v0,1000000000000.0,3,1.703022907981551e+17,2.104647461642117,14924467.256233739,157627.24741683187,1.267504338132324e+16
h1-stand-v0,1000000000000.0,4,1.82641675012606e+17,3.0853155755511055,13049202.583300924,165576.09098070746,1.7065584031898568e+16
h1-stand-v0,1000000000000.0,5,1.834702537056376e+17,2.779675337681634,13955371.606461655,166896.43775318362,1.6573815952453978e+16
h1-stand-v0,1000000000000.0,6,1.8376819371929542e+17,2.878033952940822,14924467.256233739,165562.89808463934,1.820529563465609e+16
h1-stand-v0,1000000000000.0,7,1.98554097326746e+17,2.33606475778728,14924467.256233739,182284.61633141045,1.6269480995335516e+16
h1-stand-v0,1000000000000.0,8,2.0445430769834323e+17,2.9798729808455318,13049202.583300924,185944.37901252008,1.8509928685823156e+16
