env_name,delta,threshold_idx,opt_budget,opt_utd,opt_critic_params,data_efficiency,compute
humanoid-run,100000000000.0,0,2.9306053709579596e+16,6.052678607848527,2981648.6910521793,200451.5010306635,9260903606513248.0
humanoid-run,100000000000.0,1,3.086353874380695e+16,5.728115481296803,3094919.4839580148,212290.0465588032,9634534087926634.0
humanoid-run,100000000000.0,2,3.0262180945622304e+16,1.201792195850375,5025240.324722425,262099.64671113042,4052216274509262.0
humanoid-run,100000000000.0,3,2.8817667514153956e+16,0.5555555555555554,7028987.718053153,261986.4586101027,2619021653143683.0
humanoid-run,100000000000.0,4,3.1833074264714508e+16,0.5555555555555554,8159514.472706404,285230.7347119572,3310000793518784.0
humanoid-run,100000000000.0,5,3.969371653591506e+16,0.981893986360648,5833488.804239562,346176.172709437,5076099264971356.0
humanoid-run,100000000000.0,6,4.037496494485438e+16,1.937641391791792,2981648.6910521793,351728.76542216283,5202088402638099.0
humanoid-run,100000000000.0,7,5.019416868178623e+16,1.3174145662117378,5025240.324722425,429200.6290348328,7274105778302952.0
humanoid-run,100000000000.0,8,4.070049865048473e+16,0.5555555555555554,7028987.718053153,370015.3560265965,3698963047825082.0
humanoid-run,100000000000.0,9,7.358473030911434e+16,5.728115481296803,4170541.2427439718,456603.56279739976,2.792437402937437e+16
humanoid-run,100000000000.0,10,8.402482440775178e+16,5.942497361248084,3870852.7789663156,528835.5737838899,3.114126702936279e+16
humanoid-run,100000000000.0,11,7.131628951726101e+16,5.728115481296803,3334533.7805034313,478962.23194709007,2.3420066322552e+16
humanoid-run,100000000000.0,12,7.546157190800995e+16,5.728115481296803,3334533.7805034313,506802.0665678122,2.4781365251228736e+16
humanoid-run,100000000000.0,13,9.352233785871291e+16,1.8677389284011323,4328977.249920053,774841.8009143318,1.6038157767279722e+16
humanoid-run,100000000000.0,14,9.705019373111035e+16,1.902369116846381,4017903.826533072,811677.3558169589,1.588245814941447e+16
humanoid-run,100000000000.0,15,1.0532765119913515e+17,4.3484303720867645,3334533.7805034313,768142.3195712436,2.8513419242010804e+16
humanoid-run,100000000000.0,16,1.1348597656601578e+17,2.747053470903573,3870852.7789663156,892033.835902384,2.428259297577737e+16
humanoid-run,100000000000.0,17,1.1181726799941933e+17,2.9565251530094296,3334533.7805034313,892837.463845851,2.253352161483422e+16
humanoid-run,100000000000.0,18,1.1954726797051966e+17,1.6124536521922905,4493432.132563105,1008426.209518703,1.870464701864936e+16
humanoid-run,100000000000.0,19,1.2411638820200995e+17,5.623842489900532,3592699.451779784,818039.3558189026,4.23124526201197e+16
